GAME_ID,VISITOR_TEAM_ID,HOME_TEAM_ID,TEAM_A,TEAM_H,GAME_DATE_EST,SEASON,Spread,Total,OREB,PTS_home,FT_PCT_home,AST_home,PTS_away,FT_PCT_away,AST_away,FTA_H,STL_H,BLK_H,PF_H,FTA_A,STL_A,BLK_A,PF_A,POSS_H,POSS_A,eFG_PCT_H,eFG_PCT_A,TO_PCT_H,TO_PCT_A,DREB_PCT_H,DREB_PCT_A,W_PCT_H,W_PCT_A
21100384,1610612747,1610612738,L.A. Lakers,Boston,2/9/12,2011,-1,175,27,87,1,22,88,0.75,13,5,7,5,21,20,6,7,12,92.352,91.968,0.422948454,0.401521978,0.097453222,0.11960682,0.6875,0.769230769,0.56,0.577
21100385,1610612744,1610612743,Golden State,Denver,2/9/12,2011,-8,210,14,101,0.667,28,109,0.636,22,27,7,1,20,22,8,14,23,97.8048,95.6928,0.487941176,0.601278481,0.132917812,0.177651819,0.837837838,0.813953488,0.556,0.391
21100386,1610612745,1610612756,Houston,Phoenix,2/9/12,2011,-7,185,17,89,0.625,25,96,0.667,26,16,6,3,13,6,7,2,12,85.4784,84.1344,0.53375,0.534511628,0.152085205,0.130743192,0.684210526,0.864864865,0.423,0.593
21100387,1610612760,1610612758,Oklahoma City,Sacramento,2/9/12,2011,5,207,29,106,0.731,21,101,0.769,13,26,13,4,19,26,6,17,24,101.2224,95.4624,0.439353535,0.526467532,0.118550835,0.240932556,0.707317073,0.622222222,0.385,0.769
21100388,1610612738,1610612761,Boston,Toronto,2/10/12,2011,12,160,20,86,0.75,26,74,0.722,18,20,9,4,18,18,5,3,13,78.528,78.6432,0.473313333,0.469076923,0.140077425,0.203450521,0.805555556,0.675,0.321,0.538
21100389,1610612746,1610612755,L.A. Clippers,Philadelphia,2/10/12,2011,-1,155,24,77,0.652,19,78,0.667,14,23,4,2,15,15,6,1,23,78.8352,80.256,0.436204225,0.399735294,0.126846891,0.087220893,0.673913043,0.775,0.667,0.667
21100390,1610612748,1610612764,Miami,Washington,2/10/12,2011,-17,195,23,89,0.607,21,106,0.913,22,28,6,1,20,23,9,7,21,98.2272,94.1952,0.40441573,0.524833333,0.162887673,0.159243783,0.777777778,0.716981132,0.185,0.741
21100391,1610612741,1610612766,Chicago,Charlotte,2/10/12,2011,-31,159,28,64,0.684,17,95,0.55,22,19,5,5,18,20,10,4,15,86.7456,87.168,0.335578947,0.466333333,0.184447396,0.114720999,0.653846154,0.777777778,0.115,0.793
21100392,1610612737,1610612753,Atlanta,Orlando,2/10/12,2011,-2,176,16,87,0.571,14,89,0.611,23,14,5,3,21,18,6,4,17,91.3536,90.1632,0.476216867,0.475591463,0.175143618,0.110909994,0.875,0.787234043,0.593,0.667
21100393,1610612751,1610612765,New Jersey,Detroit,2/10/12,2011,17,201,25,109,0.76,25,92,0.806,18,25,9,6,25,31,10,5,22,91.2,91.8144,0.569316456,0.452763514,0.219298246,0.196047679,0.761904762,0.583333333,0.286,0.286
21100394,1610612749,1610612739,Milwaukee,Cleveland,2/10/12,2011,-1,225,27,112,0.563,33,113,0.806,26,32,6,5,26,31,7,8,25,103.7568,105.2544,0.534494318,0.44877551,0.163844683,0.133011067,0.698113208,0.760869565,0.4,0.462
21100395,1610612747,1610612752,L.A. Lakers,New York,2/10/12,2011,7,177,20,92,0.618,16,85,0.826,13,34,9,1,17,23,6,5,29,94.0416,91.3152,0.461454545,0.4125,0.148870287,0.186168349,0.733333333,0.818181818,0.444,0.556
21100396,1610612754,1610612763,Indiana,Memphis,2/10/12,2011,6,190,21,98,0.784,19,92,0.703,14,37,9,7,26,37,3,3,29,89.5488,88.5888,0.472842466,0.423461538,0.100503859,0.158033521,0.666666667,0.864864865,0.519,0.654
21100397,1610612757,1610612740,Portland,New Orleans,2/10/12,2011,-8,180,22,86,0.68,20,94,0.8,24,25,10,1,27,25,10,9,21,85.44,83.52,0.460053333,0.544375,0.198970037,0.191570881,0.741935484,0.641025641,0.148,0.556
21100398,1610612742,1610612750,Dallas,Minnesota,2/10/12,2011,-7,201,21,97,0.871,20,104,0.739,25,31,7,1,21,23,16,8,28,102.3744,105.7152,0.442993671,0.48305,0.263737809,0.170268798,0.80952381,0.697674419,0.481,0.593
21100399,1610612760,1610612762,Oklahoma City,Utah,2/10/12,2011,-14,188,16,87,0.615,27,101,0.844,12,13,8,3,21,32,10,4,20,90.9312,89.3568,0.49373125,0.500027027,0.164959882,0.167866352,0.722222222,0.857142857,0.52,0.778
21100400,1610612746,1610612766,L.A. Clippers,Charlotte,2/11/12,2011,-25,197,20,86,0.767,18,111,0.875,29,43,2,6,20,24,4,4,28,84.4032,82.1376,0.357716216,0.577282051,0.047391568,0.097397538,0.676470588,0.804347826,0.111,0.68
21100401,1610612743,1610612754,Denver,Indiana,2/11/12,2011,-4,222,20,109,0.773,22,113,0.667,14,22,6,5,28,33,8,4,22,98.5728,95.5392,0.582683544,0.522724138,0.202895728,0.125602894,0.641025641,0.806451613,0.63,0.571
21100402,1610612755,1610612739,Philadelphia,Cleveland,2/11/12,2011,-15,183,21,84,0.76,19,99,0.767,21,25,3,3,19,30,4,5,16,88.32,87.552,0.386833333,0.481012658,0.124547101,0.068530702,0.844444444,0.70212766,0.385,0.679
21100403,1610612759,1610612751,San Antonio,New Jersey,2/11/12,2011,-14,192,23,89,0.8,19,103,0.706,25,15,5,4,12,17,8,6,17,90.816,86.8608,0.442275862,0.568725,0.154157858,0.149664751,0.722222222,0.717391304,0.276,0.679
21100404,1610612752,1610612750,New York,Minnesota,2/11/12,2011,-2,198,17,98,0.947,18,100,0.591,20,19,9,4,21,22,13,1,22,100.1856,101.4528,0.475738095,0.517619048,0.219592436,0.187279208,0.837209302,0.756097561,0.464,0.464
21100405,1610612757,1610612742,Portland,Dallas,2/11/12,2011,3,191,22,97,0.684,21,94,0.905,11,19,5,4,24,21,12,5,24,101.1456,104.8704,0.499738095,0.386463918,0.227394963,0.143033687,0.796610169,0.772727273,0.607,0.536
21100406,1610612753,1610612749,Orlando,Milwaukee,2/11/12,2011,-5,193,26,94,1,26,99,0.667,22,7,3,5,16,21,4,5,13,86.4768,87.5904,0.467376344,0.5245,0.127201747,0.114167763,0.780487805,0.666666667,0.444,0.607
21100407,1610612756,1610612758,Phoenix,Sacramento,2/11/12,2011,-14,182,23,84,0.786,16,98,0.8,27,28,6,3,24,15,7,11,20,85.7472,88.896,0.402954545,0.551307692,0.186595014,0.168736501,0.787878788,0.659574468,0.37,0.444
21100408,1610612747,1610612761,L.A. Lakers,Toronto,2/12/12,2011,-2,186,19,92,0.706,20,94,0.7,19,17,11,3,19,20,6,3,14,87.8208,89.088,0.512429487,0.493759259,0.148028713,0.168372845,0.727272727,0.805555556,0.31,0.571
21100409,1610612741,1610612738,Chicago,Boston,2/12/12,2011,4,186,23,95,0.692,24,91,0.708,20,26,9,9,23,24,9,2,18,92.5824,92.6976,0.51302,0.420090909,0.194421402,0.140240956,0.705882353,0.771428571,0.556,0.767
21100410,1610612764,1610612765,Washington,Detroit,2/12/12,2011,-21,175,23,77,0.947,17,98,0.857,23,19,10,2,18,21,8,9,18,95.3856,97.1904,0.331623596,0.505974684,0.178223967,0.216070723,0.771428571,0.722222222,0.276,0.214
21100411,1610612748,1610612737,Miami,Atlanta,2/12/12,2011,-20,194,25,87,0.857,26,107,0.839,18,7,4,4,19,31,6,6,14,90.3168,88.9344,0.45005,0.488144578,0.143937783,0.101198187,0.666666667,0.764705882,0.643,0.75
21100412,1610612745,1610612744,Houston,Golden State,2/12/12,2011,9,203,19,106,0.722,24,97,0.727,22,18,8,4,19,33,9,4,17,92.0832,91.6992,0.588329114,0.486273333,0.162896163,0.20719919,0.69047619,0.85,0.417,0.571
21100413,1610612762,1610612763,Utah,Memphis,2/12/12,2011,-10,186,31,88,0.783,17,98,0.692,26,23,7,8,19,13,9,6,22,84.5952,85.1712,0.448820513,0.536150602,0.21277803,0.152633754,0.648648649,0.590909091,0.5,0.538
21100414,1610612755,1610612766,Philadelphia,Charlotte,2/13/12,2011,-9,187,13,89,0.733,18,98,0.833,21,30,5,6,18,24,6,6,25,90.432,87.8976,0.458972603,0.470108434,0.132696391,0.079638124,0.785714286,0.885714286,0.107,0.69
21100415,1610612750,1610612753,Minnesota,Orlando,2/13/12,2011,13,191,21,102,0.818,20,89,0.68,14,22,9,5,19,25,3,5,17,91.8528,92.16,0.494588235,0.4505375,0.09798286,0.1953125,0.729166667,0.822222222,0.621,0.448
21100416,1610612748,1610612749,Miami,Milwaukee,2/13/12,2011,-18,210,28,96,0.84,21,114,0.84,19,25,11,5,21,25,9,4,22,90.24,92.16,0.446529762,0.560168675,0.144060284,0.173611111,0.6,0.708333333,0.429,0.759
21100417,1610612762,1610612740,Utah,New Orleans,2/13/12,2011,6,166,31,86,0.679,23,80,0.696,17,28,14,6,19,23,8,7,22,82.8672,79.7952,0.44702,0.438424658,0.144810009,0.225577478,0.571428571,0.675,0.179,0.519
21100418,1610612746,1610612742,L.A. Clippers,Dallas,2/13/12,2011,4,188,19,96,0.714,21,92,0.64,22,28,11,1,21,25,7,6,21,90.5472,89.28,0.480936709,0.5135,0.121483602,0.21281362,0.717948718,0.829787234,0.621,0.654
21100419,1610612756,1610612744,Phoenix,Golden State,2/13/12,2011,6,198,26,102,0.81,17,96,0.789,29,21,7,4,13,19,5,5,19,86.6304,89.6256,0.493709302,0.493487805,0.11543292,0.15620537,0.725,0.673913043,0.44,0.429
21100420,1610612752,1610612761,New York,Toronto,2/14/12,2011,-3,177,21,87,0.6,22,90,0.667,23,15,11,11,28,27,8,2,18,84.096,93.0048,0.534431507,0.45050625,0.214041096,0.172034132,0.731707317,0.696969697,0.3,0.483
21100421,1610612748,1610612754,Miami,Indiana,2/14/12,2011,-15,195,17,90,0.759,15,105,0.857,17,29,6,3,27,35,7,4,22,94.8096,89.664,0.447125,0.53575,0.168759282,0.211902213,0.702702703,0.853658537,0.607,0.767
21100422,1610612759,1610612765,San Antonio,Detroit,2/14/12,2011,-4,194,23,95,0.56,22,99,0.656,23,25,5,5,24,32,9,6,25,93.12,94.1568,0.481875,0.470180723,0.139604811,0.138067564,0.727272727,0.731707317,0.267,0.69
21100423,1610612758,1610612741,Sacramento,Chicago,2/14/12,2011,6,236,26,121,0.923,33,115,0.786,21,26,6,8,22,28,7,4,21,95.4624,94.3872,0.577607143,0.522522472,0.136179271,0.148325197,0.645833333,0.763157895,0.774,0.357
21100424,1610612745,1610612763,Houston,Memphis,2/14/12,2011,10,176,24,93,0.857,15,83,0.833,14,21,8,3,24,24,10,4,20,85.6704,87.8976,0.513273973,0.404230769,0.186762289,0.204783748,0.642857143,0.689655172,0.517,0.552
21100425,1610612762,1610612760,Utah,Oklahoma City,2/14/12,2011,26,196,33,111,0.647,24,85,0.75,17,34,8,13,21,24,7,3,21,88.2816,89.8176,0.577454545,0.372683333,0.158583442,0.133604104,0.648148148,0.621621622,0.786,0.5
21100426,1610612756,1610612743,Phoenix,Denver,2/14/12,2011,17,201,28,109,0.735,19,92,0.895,20,34,13,13,22,19,14,6,26,102.6816,104.9856,0.538666667,0.378454545,0.233732236,0.190502317,0.678571429,0.736842105,0.586,0.414
21100427,1610612764,1610612757,Washington,Portland,2/14/12,2011,-15,233,24,109,0.815,26,124,0.826,21,27,9,1,15,23,8,5,25,92.0448,87.4752,0.512129412,0.65620625,0.119507023,0.14861355,0.612903226,0.720930233,0.517,0.241
21100428,1610612737,1610612747,Atlanta,L.A. Lakers,2/14/12,2011,8,164,31,86,0.444,20,78,0.643,14,9,4,7,13,14,12,8,15,87.3216,86.5536,0.487660714,0.38285,0.194682644,0.127088879,0.690909091,0.681818182,0.586,0.621
21100429,1610612759,1610612761,San Antonio,Toronto,2/15/12,2011,-7,219,11,106,0.643,29,113,0.92,23,14,7,3,26,25,4,2,11,97.1136,94.08,0.564459302,0.591625,0.154458284,0.170068027,0.852941176,0.842105263,0.29,0.7
21100430,1610612755,1610612753,Philadelphia,Orlando,2/15/12,2011,16,190,16,103,0.615,27,87,0.75,27,13,6,2,14,12,9,2,18,87.0912,89.5488,0.633,0.459258824,0.172233245,0.156339337,0.755555556,0.848484848,0.633,0.667
21100431,1610612765,1610612738,Detroit,Boston,2/15/12,2011,-10,186,19,88,0.594,16,98,0.828,16,32,7,7,20,29,5,2,23,86.4768,83.2896,0.448506494,0.5,0.080946566,0.13206931,0.694444444,0.804878049,0.536,0.29
21100432,1610612763,1610612751,Memphis,New Jersey,2/15/12,2011,-5,205,29,100,1,28,105,0.85,23,15,7,8,16,20,12,4,18,84.096,85.248,0.5903125,0.500090909,0.225932268,0.129035285,0.568181818,0.6875,0.267,0.533
21100433,1610612758,1610612752,Sacramento,New York,2/15/12,2011,15,185,15,100,0.882,25,85,0.75,15,17,6,4,16,20,10,5,19,91.6608,92.928,0.551506494,0.401965517,0.196376204,0.096849174,0.836734694,0.794117647,0.5,0.345
21100434,1610612754,1610612739,Indiana,Cleveland,2/15/12,2011,11,185,29,98,0.696,24,87,0.667,9,23,5,4,25,27,4,6,22,83.6352,83.4048,0.53287013,0.396781609,0.131523569,0.071938306,0.660377358,0.702702703,0.407,0.586
21100435,1610612740,1610612749,New Orleans,Milwaukee,2/15/12,2011,-3,181,31,89,0.889,18,92,0.765,20,18,9,10,18,17,8,3,20,87.2832,85.9008,0.424709302,0.49378125,0.14894046,0.197902697,0.615384615,0.673469388,0.414,0.207
21100436,1610612760,1610612745,Oklahoma City,Houston,2/15/12,2011,1,191,22,96,0.778,20,95,0.889,17,18,13,3,19,18,7,7,20,93.0432,96.8832,0.470931034,0.476120482,0.139720044,0.216755846,0.731707317,0.755555556,0.567,0.759
21100437,1610612766,1610612750,Charlotte,Minnesota,2/15/12,2011,12,192,25,102,0.75,26,90,0.467,17,16,9,6,15,15,8,4,20,90.2784,88.896,0.529529412,0.488188235,0.143999008,0.168736501,0.714285714,0.710526316,0.467,0.103
21100438,1610612743,1610612742,Denver,Dallas,2/15/12,2011,18,186,32,102,0.818,28,84,0.581,15,22,9,5,23,31,9,3,21,85.1328,88.9344,0.5255625,0.392678571,0.140956247,0.157419401,0.62745098,0.697674419,0.633,0.567
21100439,1610612737,1610612756,Atlanta,Phoenix,2/15/12,2011,-2,200,11,99,0.704,23,101,0.833,22,27,9,6,17,18,15,5,21,92.0448,92.0832,0.579485507,0.537475,0.217285496,0.152036419,0.846153846,0.84375,0.4,0.633
21100440,1610612757,1610612744,Portland,Golden State,2/15/12,2011,-2,184,22,91,0.75,24,93,0.882,23,16,8,7,17,17,7,5,17,83.5584,88.7808,0.52,0.464583333,0.15557981,0.157691753,0.697674419,0.756756757,0.423,0.533
21100441,1610612764,1610612746,Washington,L.A. Clippers,2/15/12,2011,18,186,29,102,0.75,21,84,0.679,16,28,6,4,22,28,5,4,28,85.7472,88.6272,0.488289157,0.427855263,0.151608449,0.157965049,0.761904762,0.577777778,0.667,0.233
21100442,1610612751,1610612754,New Jersey,Indiana,2/16/12,2011,5,181,26,93,0.846,16,88,0.875,13,26,9,7,20,16,3,8,23,84.9024,87.3984,0.438160494,0.493633333,0.141338761,0.217395284,0.705882353,0.644444444,0.6,0.258
21100443,1610612738,1610612741,Boston,Chicago,2/16/12,2011,9,169,22,89,0.679,27,80,0.833,15,28,4,5,20,18,8,7,21,84.7872,83.4432,0.460763158,0.416230769,0.188707729,0.0838894,0.857142857,0.659574468,0.781,0.517
21100444,1610612746,1610612757,L.A. Clippers,Portland,2/16/12,2011,-3,145,22,71,0.611,13,74,0.632,11,18,6,5,17,19,8,10,22,83.4432,82.9056,0.422295775,0.397858974,0.1917472,0.168866759,0.658536585,0.804878049,0.516,0.679
21100445,1610612766,1610612761,Charlotte,Toronto,2/17/12,2011,-7,189,22,91,0.679,15,98,0.783,25,28,10,4,19,23,3,8,18,88.6272,87.4752,0.428904762,0.540540541,0.124115396,0.160045361,0.805555556,0.711538462,0.281,0.133
21100446,1610612742,1610612755,Dallas,Philadelphia,2/17/12,2011,-7,157,24,75,0.842,19,82,0.833,20,19,13,4,18,18,5,4,15,85.7856,89.2032,0.34277907,0.413851852,0.093255745,0.168155402,0.760869565,0.754716981,0.645,0.645
21100447,1610612749,1610612753,Milwaukee,Orlando,2/17/12,2011,9,179,23,94,0.731,20,85,0.765,18,26,5,7,18,17,7,6,28,89.7024,94.5408,0.493144737,0.400366667,0.189515554,0.13750677,0.769230769,0.731707317,0.645,0.4
21100448,1610612758,1610612765,Sacramento,Detroit,2/17/12,2011,6,222,24,114,0.88,21,108,0.818,25,25,7,4,15,22,8,6,21,96,95.6928,0.494258065,0.52327907,0.125,0.125401284,0.8,0.666666667,0.313,0.333
21100449,1610612748,1610612739,Miami,Cleveland,2/17/12,2011,-24,198,25,87,0.677,16,111,0.85,28,31,8,6,21,20,6,4,25,85.0944,85.248,0.434473684,0.594651899,0.129268201,0.164226727,0.638888889,0.720930233,0.393,0.774
21100450,1610612740,1610612752,New Orleans,New York,2/17/12,2011,-4,174,24,85,0.655,13,89,0.783,23,29,9,5,17,23,14,3,25,90.0096,89.3952,0.43972,0.47364,0.233308447,0.19016681,0.780487805,0.651162791,0.484,0.233
21100451,1610612743,1610612763,Denver,Memphis,2/17/12,2011,1,205,29,103,0.789,25,102,0.667,20,19,10,10,16,18,10,7,20,88.6656,88.2432,0.536585366,0.54223494,0.19173163,0.169984769,0.674418605,0.605263158,0.548,0.548
21100452,1610612750,1610612745,Minnesota,Houston,2/17/12,2011,-13,209,21,98,0.8,20,111,0.87,24,10,9,4,21,23,7,8,12,89.664,89.3952,0.529823529,0.590435065,0.133832976,0.212539376,0.580645161,0.794871795,0.548,0.484
21100453,1610612744,1610612760,Golden State,Oklahoma City,2/17/12,2011,23,197,30,110,0.815,24,87,0.857,18,27,11,5,18,21,8,8,24,93.0048,90.4704,0.594621622,0.387280899,0.204290531,0.198960102,0.620689655,0.724137931,0.767,0.407
21100454,1610612764,1610612762,Washington,Utah,2/17/12,2011,14,214,26,114,0.789,24,100,0.846,14,19,6,6,22,26,7,6,18,94.4256,94.5024,0.556061798,0.463916667,0.158855226,0.158726128,0.720930233,0.658536585,0.517,0.226
21100455,1610612756,1610612747,Phoenix,L.A. Lakers,2/17/12,2011,12,210,15,111,0.75,26,99,0.692,32,24,12,4,11,13,13,5,23,99.4176,102.4512,0.560150602,0.500488889,0.191113042,0.165932659,0.87755102,0.769230769,0.6,0.387
21100456,1610612759,1610612746,San Antonio,L.A. Clippers,2/18/12,2011,-3,203,25,100,0.87,22,103,0.524,23,23,7,0,18,21,9,7,22,96.1152,94.3104,0.448988764,0.500282609,0.145658543,0.09542956,0.769230769,0.697674419,0.655,0.71
21100457,1610612751,1610612741,New Jersey,Chicago,2/18/12,2011,-12,182,34,85,0.593,17,97,0.76,19,27,7,5,23,25,8,6,17,86.2848,85.44,0.410875,0.458882353,0.139074321,0.105337079,0.666666667,0.653846154,0.758,0.281
21100458,1610612744,1610612763,Golden State,Memphis,2/18/12,2011,1,207,23,104,0.684,16,103,0.778,18,38,9,5,20,27,9,3,29,92.8512,92.0448,0.53439726,0.500243902,0.204628481,0.141235572,0.75,0.625,0.563,0.393
21100459,1610612737,1610612757,Atlanta,Portland,2/18/12,2011,20,174,19,97,0.75,23,77,0.769,24,16,6,5,14,13,8,4,19,82.5984,80.3712,0.52454321,0.45889726,0.157388037,0.111980411,0.897435897,0.605263158,0.531,0.613
21100460,1610612742,1610612752,Dallas,New York,2/19/12,2011,7,201,28,104,0.667,21,97,0.765,24,18,13,5,16,17,12,3,20,92.0832,89.7408,0.534802326,0.518148148,0.173755908,0.211720867,0.65,0.658536585,0.5,0.625
21100461,1610612753,1610612748,Orlando,Miami,2/19/12,2011,12,168,18,90,0.786,20,78,0.52,15,14,8,7,18,25,3,3,10,83.6736,86.4,0.49375,0.439263514,0.119512009,0.162037037,0.8125,0.775,0.781,0.625
21100462,1610612738,1610612765,Boston,Detroit,2/19/12,2011,15,177,24,96,0.63,14,81,0.733,22,46,13,4,19,15,6,11,31,96.2304,88.896,0.408512195,0.485666667,0.145484171,0.247480202,0.771428571,0.666666667,0.333,0.5
21100463,1610612758,1610612739,Sacramento,Cleveland,2/19/12,2011,1,185,37,93,0.733,15,92,0.72,21,30,6,7,23,25,6,7,25,90.432,94.08,0.399303371,0.397553763,0.121638358,0.12755102,0.672727273,0.648148148,0.414,0.323
21100464,1610612766,1610612754,Charlotte,Indiana,2/19/12,2011,35,181,20,108,0.75,22,73,0.591,19,32,11,9,27,22,6,5,24,90.3168,93.7728,0.538461538,0.399633333,0.188226332,0.191953317,0.888888889,0.634146341,0.613,0.129
21100465,1610612749,1610612751,Milwaukee,New Jersey,2/19/12,2011,-7,177,37,85,0.667,16,92,0.792,16,33,11,2,24,24,6,3,23,89.7792,88.8576,0.370358824,0.424651163,0.111384374,0.191317344,0.5625,0.666666667,0.273,0.419
21100466,1610612762,1610612745,Utah,Houston,2/19/12,2011,16,186,25,101,0.708,18,85,0.8,16,24,6,6,20,20,10,8,23,82.1376,83.328,0.583402778,0.425851852,0.158270999,0.144009217,0.651162791,0.722222222,0.563,0.5
21100467,1610612755,1610612750,Philadelphia,Minnesota,2/19/12,2011,1,183,28,92,0.885,13,91,0.8,14,26,4,6,12,10,9,6,21,88.7424,84.864,0.405694118,0.460683333,0.112685706,0.094268477,0.708333333,0.708333333,0.5,0.625
21100468,1610612743,1610612760,Denver,Oklahoma City,2/19/12,2011,6,242,35,124,0.821,20,118,0.778,26,28,8,12,19,18,7,6,22,99.1872,101.6832,0.536808511,0.514732673,0.141147245,0.147516994,0.6,0.66,0.774,0.531
21100469,1610612747,1610612756,L.A. Lakers,Phoenix,2/19/12,2011,12,192,19,102,0.844,25,90,0.68,21,32,10,6,21,25,7,5,22,91.2768,94.08,0.46875,0.468269231,0.120512551,0.191326531,0.775,0.782608696,0.406,0.581
21100470,1610612737,1610612741,Atlanta,Chicago,2/20/12,2011,11,169,23,90,0.737,18,79,0.476,19,19,6,5,16,21,8,10,17,89.6256,85.6704,0.431454545,0.465810811,0.133890317,0.163417003,0.818181818,0.6875,0.765,0.594
21100471,1610612751,1610612752,New Jersey,New York,2/20/12,2011,-8,192,23,92,0.731,23,100,0.724,19,26,9,6,25,29,9,3,25,97.3824,95.7696,0.4294,0.481487805,0.164300736,0.177509356,0.720930233,0.755555556,0.485,0.294
21100472,1610612753,1610612749,Orlando,Milwaukee,2/20/12,2011,-3,183,37,90,0.846,17,93,0.76,18,13,9,5,19,25,6,2,18,84.2112,82.56,0.43443956,0.486684211,0.14249886,0.181686047,0.58974359,0.611111111,0.406,0.636
21100473,1610612763,1610612745,Memphis,Houston,2/20/12,2011,4,190,21,97,0.8,21,93,0.778,17,25,9,3,20,18,6,3,24,82.56,85.3632,0.52027027,0.500006329,0.133236434,0.152290448,0.702702703,0.72972973,0.576,0.545
21100474,1610612738,1610612742,Boston,Dallas,2/20/12,2011,16,162,17,89,0.714,26,73,0.727,17,14,9,6,15,11,5,6,18,87.5136,86.2464,0.443325843,0.439351351,0.091414363,0.18551499,0.886363636,0.764705882,0.636,0.484
21100475,1610612740,1610612760,New Orleans,Oklahoma City,2/20/12,2011,8,194,26,101,0.875,15,93,0.87,17,24,11,13,19,23,8,4,17,95.5776,97.0752,0.50005,0.401461538,0.198791349,0.164820675,0.703703704,0.756097561,0.781,0.226
21100476,1610612750,1610612743,Minnesota,Denver,2/20/12,2011,2,204,33,103,0.686,23,101,0.958,23,35,7,11,22,24,7,8,24,102.144,104.2176,0.429141304,0.394272727,0.156641604,0.143929624,0.714285714,0.666666667,0.545,0.485
21100477,1610612759,1610612762,San Antonio,Utah,2/20/12,2011,-4,208,16,102,0.826,17,106,0.8,22,23,8,5,24,30,10,4,17,96.1152,95.232,0.493857143,0.526076923,0.156062725,0.157510081,0.820512821,0.742857143,0.484,0.719
21100478,1610612764,1610612756,Washington,Phoenix,2/20/12,2011,16,192,19,104,0.793,20,88,0.579,16,29,8,5,17,19,7,6,23,92.8896,93.4656,0.512259494,0.458761905,0.139951082,0.171185976,0.760869565,0.804878049,0.424,0.219
21100479,1610612757,1610612747,Portland,L.A. Lakers,2/20/12,2011,11,195,24,103,0.864,23,92,0.727,24,22,11,3,18,22,10,5,20,89.9328,89.9328,0.506186747,0.486961538,0.166791204,0.177910618,0.787234043,0.658536585,0.594,0.515
21100480,1610612746,1610612744,L.A. Clippers,Golden State,2/20/12,2011,7,201,30,104,0.792,22,97,0.741,14,24,6,6,18,27,6,2,19,85.9776,85.3248,0.512174699,0.500415584,0.104678428,0.199238674,0.595238095,0.69047619,0.414,0.633
21100481,1610612765,1610612739,Detroit,Cleveland,2/21/12,2011,1,201,31,101,0.75,23,100,0.792,22,32,8,7,18,24,9,8,23,90.3168,96.5376,0.493692308,0.425863158,0.188226332,0.11394524,0.68,0.651162791,0.433,0.324
21100482,1610612740,1610612754,New Orleans,Indiana,2/21/12,2011,9,225,20,117,0.71,18,108,0.652,26,31,7,4,20,23,3,5,24,96.6144,93.2352,0.539727273,0.589018987,0.124205087,0.160883443,0.815789474,0.704545455,0.625,0.219
21100483,1610612758,1610612748,Sacramento,Miami,2/21/12,2011,12,228,24,120,0.87,28,108,0.789,24,23,8,9,18,19,5,5,18,90.3552,93.4656,0.617759259,0.521960674,0.13280918,0.160486853,0.673913043,0.742857143,0.788,0.313
21100484,1610612755,1610612763,Philadelphia,Memphis,2/21/12,2011,13,165,19,89,0.724,25,76,0.75,19,29,7,11,14,8,6,11,18,89.0496,88.8192,0.435461538,0.412029412,0.145986057,0.135105923,0.818181818,0.717948718,0.559,0.606
21100485,1610612759,1610612757,San Antonio,Portland,2/21/12,2011,40,234,18,137,0.833,31,97,0.781,13,24,5,7,21,32,6,2,14,94.6176,96.0768,0.680255814,0.428619048,0.095119724,0.13530842,0.784313725,0.75862069,0.529,0.697
21100486,1610612765,1610612761,Detroit,Toronto,2/22/12,2011,10,196,24,103,0.714,30,93,0.778,16,28,5,9,21,27,7,7,23,86.7072,88.2048,0.545756579,0.428928571,0.138396811,0.113372515,0.725490196,0.696969697,0.303,0.314
21100487,1610612758,1610612764,Sacramento,Washington,2/22/12,2011,-8,222,30,107,0.593,22,115,0.926,18,27,8,6,20,27,11,6,20,97.8048,95.8848,0.541529762,0.468807292,0.184040047,0.104291817,0.64,0.707317073,0.212,0.333
21100488,1610612754,1610612766,Indiana,Charlotte,2/22/12,2011,-14,190,44,88,0.783,23,102,0.844,20,23,3,13,24,32,5,7,21,85.5552,77.8368,0.397448864,0.441223529,0.128571963,0.077084361,0.52,0.622641509,0.125,0.636
21100489,1610612740,1610612739,New Orleans,Cleveland,2/22/12,2011,-5,173,42,84,0.649,20,89,0.75,22,37,6,5,23,20,5,9,26,86.6688,87.168,0.353258824,0.415235955,0.126919953,0.149137298,0.565217391,0.620689655,0.419,0.242
21100490,1610612738,1610612760,Boston,Oklahoma City,2/22/12,2011,15,223,13,119,0.743,22,104,0.853,24,35,9,3,21,34,5,7,24,99.264,95.9616,0.553607143,0.536014286,0.14103804,0.18757503,0.916666667,0.743589744,0.788,0.469
21100491,1610612753,1610612751,Orlando,New Jersey,2/22/12,2011,-17,199,25,91,0.667,16,108,0.333,32,9,9,2,15,15,6,4,10,84.4416,83.136,0.524555556,0.613333333,0.14211005,0.144341801,0.636363636,0.769230769,0.286,0.647
21100492,1610612737,1610612752,Atlanta,New York,2/22/12,2011,17,181,26,99,0.625,23,82,0.556,16,24,15,3,16,18,14,2,23,93.6576,96.8832,0.52505,0.444407407,0.224220992,0.247720967,0.733333333,0.666666667,0.5,0.576
